depth_m,distance_km,salinity_pss,source_file
6.5,33,6.221,mb_lws_da_2016033131.txt
7.0,33,7.998,mb_lws_da_2016033131.txt
0.0,36,0.0,mb_lws_da_2016033131.txt
0.5,36,0.0,mb_lws_da_2016033131.txt
1.0,36,0.0,mb_lws_da_2016033131.txt
1.5,36,0.0,mb_lws_da_2016033131.txt
2.0,36,0.0,mb_lws_da_2016033131.txt
2.5,36,0.0,mb_lws_da_2016033131.txt
3.0,36,0.0,mb_lws_da_2016033131.txt
3.5,36,0.0,mb_lws_da_2016033131.txt
4.0,36,0.0,mb_lws_da_2016033131.txt
4.5,36,0.0,mb_lws_da_2016033131.txt
5.0,36,0.0,mb_lws_da_2016033131.txt
5.5,36,0.0,mb_lws_da_2016033131.txt
6.0,36,0.0,mb_lws_da_2016033131.txt
6.5,36,0.0,mb_lws_da_2016033131.txt
7.0,36,0.0,mb_lws_da_2016033131.txt
0.0,39,0.0,mb_lws_da_2016033131.txt
0.5,39,0.0,mb_lws_da_2016033131.txt
1.0,39,0.0,mb_lws_da_2016033131.txt
1.5,39,0.0,mb_lws_da_2016033131.txt
2.0,39,0.0,mb_lws_da_2016033131.txt
2.5,39,0.0,mb_lws_da_2016033131.txt
3.0,39,0.0,mb_lws_da_2016033131.txt
3.5,39,0.0,mb_lws_da_2016033131.txt
4.0,39,0.0,mb_lws_da_2016033131.txt
4.5,39,0.0,mb_lws_da_2016033131.txt
5.0,39,0.0,mb_lws_da_2016033131.txt
5.5,39,0.0,mb_lws_da_2016033131.txt
6.0,39,0.0,mb_lws_da_2016033131.txt
6.5,39,0.0,mb_lws_da_2016033131.txt
7.0,39,0.0,mb_lws_da_2016033131.txt
0.0,42,0.0,mb_lws_da_2016033131.txt
0.5,42,0.0,mb_lws_da_2016033131.txt
1.0,42,0.0,mb_lws_da_2016033131.txt
1.5,42,0.0,mb_lws_da_2016033131.txt
2.0,42,0.0,mb_lws_da_2016033131.txt
2.5,42,0.0,mb_lws_da_2016033131.txt
3.0,42,0.0,mb_lws_da_2016033131.txt
3.5,42,0.0,mb_lws_da_2016033131.txt
4.0,42,0.0,mb_lws_da_2016033131.txt
4.5,42,0.0,mb_lws_da_2016033131.txt
5.0,42,0.0,mb_lws_da_2016033131.txt
5.5,42,0.0,mb_lws_da_2016033131.txt
6.0,42,0.0,mb_lws_da_2016033131.txt
6.5,42,0.0,mb_lws_da_2016033131.txt
7.0,42,0.0,mb_lws_da_2016033131.txt
